patch,build,date,section,change_type,previous,now,full_text,patch_major,patch_minor,patch_hotfix
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Available on Chest, Helm, Legs, Boots, Amulet, Rings, and Shields.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased healing % amount.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Nightmare Dungeons,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"The chance to get another Nightmare Dungeon Sigil when completing a Nightmare Dungeon has been reduced. When a Sigil does not drop, Sigil Powder will drop.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Horadric Strongrooms,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Improved loot quality and loot quality scaling as the player climbs Torments and reaches higher tiers within Horadric Strongrooms.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Added a moderate amount of gold, scaling with higher tiers within the Strongroom.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased the chance for a Nightmare Escalation Sigil to drop from a Horadric Strongroom.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Reduced the base likelihood of a Strongroom appearing within a Nightmare Dungeon. The likelihood of the Horadric Strongroom affix appearing on a Nightmare Sigil is unchanged.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Monster Updates,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Elite Affixes,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Shock lance,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Duration has been doubled.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Damage has been doubled.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Waller,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Walls now block player projectiles.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Walls no longer disappear when the associated elite dies.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Poison Enchanted,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Radius Increased.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Poison duration significantly increased.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Damage now ramps up the longer you stand in the puddle.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Electrified Obelisk,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Amount of Totems spawned has been doubled.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Explosive,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Damage significantly increased.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Fire enchanted,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Damage Increased.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Suppressor,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Suppressor field is now immediately active when the monster spawns.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The suppressor field now lasts until the monster is killed.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Plaguebearer,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Instances of single element resistance affixes can now roll higher values than instances of All Resistance affixes.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,A Jeweler and an Occultist have been added to the training grounds.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,There is no longer a cost to enter The Pit.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,The Pit can now be entered before Level 60. The base pit tier unlocked is now Tier 10.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Maximum Capacity of Murmuring Obols has been increased by 500.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,The following elixirs and incenses have been updated:,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Elixir of Iron Barbs I,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Increased from 30 armor to 250 armor.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Elixir of Iron Barbs II,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Increased from 50 armor to 500 armor.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Elixir of Fortitude I,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Decreased from +10% max life to +5% max life.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Elixir of Fortitude II,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Decreased from +20% max life to +10% max life.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Song of the Mountain Incense,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Updated from 300 flat armor to +10% armor.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Rare tempering manuals now start dropping at level 30 instead of at level 45.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Characters that skip either campaign now unlock all non-stronghold waypoints for their respective region.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,All skill slots are now unlocked from level 1.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Progression down the Skill tree is now faster, Core Skills get unlocked after spending one skill point and then the next skill group is unlocked after spending two skill points.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Aether rewards for Chaos Rifts and Chaos Waves in Infernal Hordes have been increased.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Monsters now scale attack speed as difficulty goes up in addition to movement speed.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Tempering affixes now have greater variance now that you aren't limited to how many times you can re-temper.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Resistance and Armor values from affixes have been broadly adjusted to account for the introduction of Toughness.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Renown has been removed on the Seasonal Realm. All previous rewards related to Renown have either been made obsolete or have shifted into the Season Journey.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"For more details on Season Rank, please read the section detailing it in the Season of Divine Intervention overview blog",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,here,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Season Rank,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"The Season Journey is now shifting into a more challenging version stocked with even greater rewards, Season Rank. Each Rank now requires you to complete a Capstone Dungeon before progressing to the next Rank. Similar to Capstone Dungeons, these can be attempted before the recommended level and difficulty.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"For more details, you can read more in the Season of Divine Intervention overview blog",2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where the Screen Reader did not read the interact buttons during conversations with NPCs when playing on controller.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where the Screen Reader did not read controller buttons for Upgrading and Reallocating Blessings.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Gameplay,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Barbarian's Rumble Glyph did not accurately track the number of active Earthquakes.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where there was no UI indicator for the buff duration for Wrath of the Berserker.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where the third attack for Iron Maelstrom could occur twice.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Ring of Red Furor would occasionally track resources spent inconsistently.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where the Damage Bonus from Supernatural Blood Surge applied twice to the explosion from Blood-Bathed Aspect.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Essence Per Enemy Drained by Blood Surge affix was not properly granting Essence.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Rogue's Cunning Stratagem Paragon Node would not increase the damage of non-Core Skills that used Combo Points.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Aspect of Quickening Fog did not properly grant both bonuses from Aspect of Synergy.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue with Infiltrator's Aspect where Poison Traps placed before entering Stealth would not properly detonate when exiting Stealth.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Ambush did not increase damage when Stun Grenades deal damage with Explosive Verve Aspect equipped.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Shadow Clone was not properly benefiting from the increased Penetrating Shot damage from Eaglehorn.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Lightning Familiar would not properly trigger the Charged effect from Vyr's Mastery.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Barbarian Earthquakes could spawn Chaos Portals in Infernal Hordes.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Belial's transition between phases could be delayed if recovering from Stagger during transition.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Skeletal Mages could fail to upgrade to Arch-Mages when using the Hand of Naz.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where hostages during a Hostage event started at half health.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where activating a Nightmare Dungeon sigil with the Horadric Strongroom affix would also apply that affix to other dungeons.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where killing the Cannibal Champion too quickly in the Temple of Rot could block Stronghold progression.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where the fire in the Chapel in Nostrava could cause the player to deal on-hit damage to themselves.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where some Execute effects could occasionally affect Immune enemies.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Ravenous Soulspires and Hellspires could sometimes last indefinitely.,2,5,0
2.5.0,69713,"December 11, 2025",Accessibility,single,,,Fixed an issue where Barrier granted by Temerity could be drained by health regeneration from a life per second affix.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where quest progression could be blocked for Inside the Black Tomb if the player's character was killed by Locran's Fire.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Fixed an issue where the associated item for the Raising Spears quest didn't spawn, which would block quest progression.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the Portal when using Leave Dungeon sometimes didn't properly appear.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the Stockades Dungeon's gate was inoperable in the Eternal Realm.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where newly dropped items could despawn when there was a lot of loot on the ground.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where players on PlayStation™ could not use Trade Chat.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where some console and Steam achievements for Vessel of Hatred wouldn't unlock properly if the requirements were met before buying the Expansion on console.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where the Devoted Protector Steam Achievement wouldn't be unlocked when reaching Paragon 300.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Fixed an issue where some previously unlocked titles became unavailable.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Various performance, stability, UI, visual, and audio improvements.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Do Not Sell or Share My Personal Information,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Your Opt Out Preference Signal is Honored For Cookies on This Website,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Your Privacy,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Required Cookies,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Share Or Sale of Personal Data,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"When you visit our website, we store cookies on your browser to collect information. The information collected might relate to you, your preferences or your device, and is mostly used to make the site work as you expect it to and to provide a more personalized web experience, including to help us provide more relevant advertisements and for the purposes described in our Privacy Policy.   You can choose not to allow certain types of cookies, which may impact your experience of the site and the services we are able to offer.  Because your opt-out preference is stored in a cookie, if you clear your cookies, then we will not recognize your device or your choices, so you must opt out again.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Click on the different category headings to find out more and change our default settings according to your preference. You cannot opt-out of our First Party Strictly Necessary Cookies as they are deployed in order to ensure the proper functioning of our website (such as remembering your settings, to log into your account, to redirect you when you log out, etc.).",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Note that this will only opt out you out of selling (should we do so in the future) or sharing (for targeted advertising) on the website in which you make this choice. You will need exercise your right to opt out of selling and sharing on each Blizzard website you visit, and if you would like to opt out of selling and sharing for your Blizzard Account or other Activision properties, please click on the “Do not sell or share my personal information ” link in the footer of this website.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,More information,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Always Active,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"These cookies are necessary for our website to function and cannot be switched off in our systems.  They are set in response to actions made by you and are considered as a request for services such as logging in, setting your privacy settings or making a purchase.  You can set your browser to block or alert you about these cookies however, some parts of the site will not function as expected.  These cookies do not store any personally identifiable information.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Functional Cookies,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Cookies Details‎,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Under the laws of some states, including VA and CA, you have the right to opt-out of the sale or sharing of your personal information to predict your preferences or interests to personalize ads for you on those third-party platforms. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale (should we do so in the future) or sharing of personal information by using this toggle switch.  If you choose to opt-out of Blizzard’s disclosure of your personal information for these purposes, we will not sell or share your personal information collected from you, including to our third-party marketing partners.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Additionally, you may review our Privacy Policy for further clarification about your rights in applicable states. If you have enabled privacy controls on your browser (such as a plugin), in applicable states, where required, we recognize that as a valid request to opt-out of these types of cookies. Therefore, we would not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Social Media Cookies,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Switch Label,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,label,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Social Media cookies are set by a range of social media services we have added to our sites to enable you to share our content with your friends and networks. They can track your browser across other sites and build up a profile of your interests that may affect the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these content sharing tools.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Performance Cookies,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,These cookies allow us to monitor traffic on our websites and make performance improvements based on how visitors navigate through the various pages.  All information these cookies collect is aggregated and therefore anonymous. If you do not accept these cookies we will not know when you have visited our site and will not be able to monitor its performance.,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Blizzard & Affiliate Marketing Cookies,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,"Marketing cookies may be set through our site by Blizzard or our affiliates. They are used to build a profile of your interests and show you relevant advertisements for Blizzard and our affiliates’ products on other sites. They do not directly store your personal information but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will still experience advertisements from Blizzard and its affiliates but they won’t be tailored to your interests.",2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Back Button,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Cookie List,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Filter Button,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Consent,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Leg.Interest,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,checkbox label,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Clear,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Apply,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Cancel,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Confirm My Choices,2,5,0
2.5.0,69713,"December 11, 2025",Miscellaneous,single,,,Allow All,2,5,0
