patch,build,date,section,subsection,category,change_type,previous,now,full_text
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Skills,single,,,Ferocious Wolf Pack
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Skills,single,,,Fortify reduced from 8% to 3% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Bad Omen
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Now also calls Lightning Strikes when applying Immobilize and Stun.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Ranks in this passive now increase the damage of the Lightning Bolts instead of the chance to strike enemies.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Energize
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Now restores 100 spirit instead of fully restoring Spirit.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Earthen Might
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Now restores 100 Spirit instead of fully restoring Spirit when the effect is activated.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Now restores 100 spirit instead of fully restoring Spirit.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Stone Guard
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,comparison,"While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage.","While Fortified, your Earth Skills deal 4% increased damage.","Changed from While you have Fortify for over 50% of your Maximum Life, your Earth Skills deal 4% increased damage. to While Fortified, your Earth Skills deal 4% increased damage."
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Unrestrained
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,comparison,Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life.,Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.,Changed from Reduce the duration of Control Impairing Effects by 5%. Double this effect while you have Fortify for over 50% of your Maximum Life. to Reduce the duration of Control Impairing Effects by 5%. Double this effect while Fortified.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Defensive Posture
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,comparison,Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified.,Increases the amount of Fortify you gain from all sources by 5%.,Changed from Increases the amount of Fortify you gain from all sources by 5% and you gain 3% Damage Reduction while Fortified. to Increases the amount of Fortify you gain from all sources by 5%.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Safeguard
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Fortify reduced from 3% to .1% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Natural Fortitude
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Passives,single,,,Fortify reduced from 2% to .2% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Skinwalker's Aspect
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,comparison,"When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify.","When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life.","Changed from When you use a Shapeshifting Skill that changes your form, Heal for 5-20% of your Maximum Life. If you are at full Life, gain the same amount as Fortify. to When you use a Shapeshifting Skill that changes your form, Fortify for 2-3% of your Maximum Life."
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Aspect of Calm Breeze
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Now restores 100 spirit instead of fully restoring Spirit.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Rejuvenating Aspect
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,"Now has 21 ranks, up from 16."
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,Spirt Bond Aspect
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Legendary Aspects,single,,,"Now has 21 ranks, up from 16."
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Unique Items,single,,,Vasily's Prayer
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Unique Items,single,,,Fortify reduced from 2-5% to .2-.5% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Unique Items,single,,,Mjölnic Ring
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Unique Items,single,,,Now restores 100 Spirit in your resource meter instead of fully restoring Spirit when the effect is activated.
2.5.0,69713,"December 11, 2025",Balance Updates,Druid,Unique Items,single,,,Now restores 500 spirit instead of fully restoring Spirit.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,Book of the Dead
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,Golem
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,Respawn timer reduced from 20 seconds to 10 seconds.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,"If the Golem's active ability targets an enemy, your Skeletal Warriors and Mages will focus their attacks on that target."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,Unstoppable duration when using Golem's active increased from 1.5 to 3 seconds.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,"Skeleton Mage, Bone"
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,,single,,,Fortify on attack reduced from 3% to .1% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Corpse Explosion
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Damage increased from 85% to 110%.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Blighted Corpse Explosion
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Damage increased from 110% to 145%.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Bone Spirit
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Skills,single,,,Now will only consume up to 500 Essence.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Kalan's Edict
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,comparison,"Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.","Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds.","Changed from Your Minions gain 3%[+] Attack Speed and 3%[x] increased damage for each active Minion. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds. to Your Minions gain 40%[+] Attack Speed and 40%[x] increased damage. When one of your Minions die, your other Minions enrage, dealing 20%[x] increased damage for 3 seconds."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Necrotic Carapace
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Fortify reduced from 5% to .2% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Drain Vitality
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Fortify reduced from 2.5% to .5% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Supernatural Blood Surge
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,comparison,"Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage.","While Fortified, Blood Surge deals 65% increased damage.","Changed from Each time an enemy is hit by Blood Surge's nova, you are Fortified for 1% of your Maximum Life. While you have Fortify for over 50% of your Maximum Life, Blood Surge deals 50% increased damage. to While Fortified, Blood Surge deals 65% increased damage."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,single,,,Initiate's Hemorrhage
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Passives,comparison,"Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life.","Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life.","Changed from Hemorrhage grants 1.6% of your Maximum Life as Fortify each time it hits an enemy, and has a 1.5% chance per enemy hit to Fortify you for 100% of your Maximum Life. to Hemorrhage grants 1% of your Maximum Life as Fortify, and has a 3% chance to Fortify you for 100% of your Maximum Life."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,single,,,Aspect of Hungry Blood
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,comparison,"Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage.","Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage.","Changed from Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy that is already lanced, dealing 60-100% of normal damage. to Each Cast of Blood Lance will launch an additional Blood Lance at a Nearby enemy when it first hits an enemy, dealing 60-100% of normal damage."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,single,,,Aspect of the Cursed Aura
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,single,,,"Now has 21 ranks, up from 16."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,single,,,Shademist Aspect
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Legendary Aspects,single,,,"Now has 21 ranks, up from 16."
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Mutilator Plate
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Fortify reduced from 1-4% to 1% of Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Maximum Life % affix replaced with Maximum Life affix.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Damage Reduction from Enemies affected by Blood Skills replaced with Intelligence affix.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Kessime's Legacy
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Inherent Blood Wave Fortifies affix removed.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Damage Reduction while Fortified affix replaced with Intelligence affix.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Indira's Memory
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,comparison,Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life.,Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.,Changed from Blood Wave is additionally a Bone Skill. It spawns a Bone Prison at its end point and increases your Blood Skill damage by 20-40% for 8 seconds when Cast. All Bone Spears are additionally Blood Skills. Your Bone Spears consume a Corpse to launch another Bone Spear and drain 10% of your Maximum Life. to Bone Spear deals 20-40% additional damage and is a Blood Skill. Casting Bone Spear will launch another Bone Spear if it can consume a nearby Corpse and 5% of your Maximum Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,The Inherent affix where Bone Spear reduces Blood Wave's cooldown has been removed.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Damage Reduction while Injured affix replaced with Intelligence affix.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Maximum Life % affix replaced with Life.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Greaves of the Empty Tomb
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Damage Reduction from Corrupted Enemies affix replaced with Intelligence.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,The Unmaker
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Damage Reduction while you have a Barrier affix replaced with Cooldown Reduction.
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Cruor's Embrace
2.5.0,69713,"December 11, 2025",Balance Updates,Necromancer,Unique Items,single,,,Maximum Life % affix replaced with Intelligence.
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Minions Chance to Fortify reduced from 15.5-20% to 5-7%.
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Gravekeeper Glyph
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Legendary Bonus now includes damage to Injured enemies.
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Blood-drinker Glyph
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Fortify reduced from 10% to 3% of Maximum Life.
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Exhumation Glyph
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Fortify reduced from 4% to 1% of Maximum Life.
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Damage Reduction increased from 4% to 6%.
2.5.0,69713,"December 11, 2025",Tempering,,Paragon,single,,,Duration increased from 4 to 8 seconds.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,,single,,,Specialization
2.5.0,69713,"December 11, 2025",Tempering,Rogue,,single,,,Inner Sight
2.5.0,69713,"December 11, 2025",Tempering,Rogue,,comparison,"Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds.","Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage.","Changed from Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds. to Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage."
